group,condition,Subject,phase,trial,target,hand_angle,cursor_error,movement_time,reaction_time,peak_velocity,rot_direction,rot
1,1,1,Base,10,-90,0.793,0.793,0.75338,0.483259,0.186921,CW,0
1,1,1,Base,173,-90,-3.76,-3.76,0.852785,0.283414,0.0893313,CW,0
1,1,1,Base,142,-90,-4.36,-4.36,0.914502,0.519436,0.0438775,CW,0
1,1,1,Base,149,-120,-0.223,-0.223,0.752218,0.665479,0.135594,CW,0
1,1,1,Base,166,-120,1.31,1.31,0.894406,0.54232,0.0671137,CW,0
1,1,1,Base,91,-120,-3.75,-3.75,0.730374,0.205234,0.115706,CW,0
1,1,1,Base,90,-120,1.83,1.83,0.912114,0.368513,0.164854,CW,0
1,1,1,Base,80,-120,-0.982,-0.982,0.724229,0.422847,0.244757,CW,0
1,1,1,Base,92,-120,-2.04,-2.04,0.90985,0.453363,0.151018,CW,0
1,1,1,Base,140,-150,-2.27,-2.27,0.931422,-0.033704,0.0912075,CW,0
1,1,1,Base,93,-150,-2.14,-2.14,0.83645,0.333645,0.150609,CW,0
1,1,1,Base,52,-150,-3.25,-3.25,0.964452,0.616394,0.190874,CW,0
1,1,1,Base,155,-150,-1.03,-1.03,0.77449,0.286856,0.0938007,CW,0
1,1,1,Base,132,-150,-1.76,-1.76,0.764856,0.30909,0.114932,CW,0
1,1,1,Base,22,-150,-4.24,-4.24,1.00397,0.0263711,0.0925136,CW,0
1,0,2,Base,87,0,-0.429,-0.429,1.18627,0.765361,0.00574746,CCW,0
1,0,2,Base,115,0,-2.29,-2.29,0.870563,0.271491,0.131652,CCW,0
1,0,2,Base,195,0,-3.6,-3.6,0.76278,0.250124,0.134217,CCW,0
1,0,2,Base,6,0,-0.013,-0.013,0.869105,0.412646,0.239819,CCW,0
1,0,2,Base,15,0,-3.69,-3.69,0.743381,0.199226,0.192874,CCW,0
1,0,2,Base,146,0,-2.98,-2.98,0.754429,0.255401,0.146278,CCW,0
1,0,2,Base,175,0,-0.823,-0.823,0.975042,0.136989,0.182854,CCW,0
1,0,2,Base,124,0,-5.24,-5.24,0.964015,0.319755,0.053437,CCW,0
1,0,2,Base,69,0,-1.25,-1.25,0.96513,0.192257,0.0942804,CCW,0
1,0,2,Base,182,0,-5.24,-5.24,0.863193,0.400753,0.174615,CCW,0
1,0,2,Base,25,0,3.19,3.19,0.606336,0.373189,0.139276,CCW,0
1,0,2,Base,169,0,-0.527,-0.527,0.869446,0.248305,0.177384,CCW,0
1,0,2,Base,82,30,1.77,1.77,0.658815,0.572477,0.0806812,CCW,0
1,0,2,Base,130,30,0.203,0.203,0.555815,0.317235,0.2345,CCW,0
1,0,2,Base,116,30,-1.92,-1.92,0.84084,0.328312,0.0587013,CCW,0
1,0,2,Base,112,30,-2.33,-2.33,0.809947,0.151635,0.228132,CCW,0
1,0,2,Base,180,30,0.074,0.074,0.775976,0.347013,0.139321,CCW,0
1,0,2,Base,60,30,-2.1,-2.1,0.589085,0.337593,0.190997,CCW,0
1,0,2,Base,81,30,-4.16,-4.16,0.925528,0.181864,0.0946592,CCW,0
1,0,2,Base,1,30,-0.495,-0.495,0.819269,0.429068,0.173392,CCW,0
1,0,2,Base,38,30,0.257,0.257,0.730517,0.623299,0.142956,CCW,0
1,0,2,Base,106,30,0.445,0.445,0.774529,0.510578,0.16412,CCW,0
1,0,2,Base,147,30,2.11,2.11,0.735585,0.338603,0.244109,CCW,0
1,0,2,Base,196,30,-1.54,-1.54,0.532145,0.423754,0.242496,CCW,0
1,0,2,Base,92,60,-2.32,-2.32,0.767187,0.362059,0.13521,CCW,0
1,0,2,Base,75,60,-0.713,-0.713,0.803161,0.200233,0.189909,CCW,0
1,0,2,Base,198,60,-1.86,-1.86,0.829687,0.194878,0.0917097,CCW,0
1,0,2,Base,158,60,0.897,0.897,0.720437,0.246213,0.195635,CCW,0
1,0,2,Base,170,60,-0.638,-0.638,0.739076,0.318481,0.216971,CCW,0
1,0,2,Base,154,60,-1.98,-1.98,1.04804,0.626521,0.152626,CCW,0
1,0,2,Base,70,60,-3.1,-3.1,0.462682,0.354208,0.136669,CCW,0
1,0,2,Base,134,60,-4.95,-4.95,1.07617,0.177493,0.10323,CCW,0
1,0,2,Base,117,60,-0.747,-0.747,0.817545,0.2487,0.229945,CCW,0
1,0,2,Base,18,60,1.63,1.63,0.908108,0.213076,0.193545,CCW,0
1,0,2,Base,104,60,4.28,4.28,0.543908,0.533358,0.12243,CCW,0
1,0,2,Base,73,60,0.269,0.269,0.690742,0.62549,0.135595,CCW,0
1,0,2,Base,31,90,1.6,1.6,0.797671,0.283838,0.1074,CCW,0
1,0,2,Base,57,90,-0.62,-0.62,0.658992,0.130673,0.12354,CCW,0
1,0,2,Base,24,90,3.06,3.06,0.758517,0.229041,0.155871,CCW,0
1,0,2,Base,131,90,0.142,0.142,0.81736,0.405419,0.0946112,CCW,0
1,0,2,Base,93,90,-2.39,-2.39,0.647733,0.260052,0.0167519,CCW,0
1,0,2,Base,178,90,0.0685,0.0685,0.731995,0.389735,0.252193,CCW,0
1,0,2,Base,108,90,-1.99,-1.99,0.819253,0.255004,0.148383,CCW,0
1,0,2,Base,84,90,-0.613,-0.613,0.520437,0.374818,0.176592,CCW,0
1,0,2,Base,171,90,-1.66,-1.66,0.913018,0.321733,0.0334615,CCW,0
1,0,2,Base,121,90,-0.523,-0.523,1.10282,0.401066,0.151434,CCW,0
1,0,2,Base,8,90,2.3,2.3,0.90255,0.119408,0.168108,CCW,0
1,0,2,Base,26,90,2.4,2.4,0.728233,0.527312,0.167338,CCW,0
1,0,2,Base,53,120,-1.43,-1.43,0.80897,0.609876,0.232009,CCW,0
1,0,2,Base,136,120,-1.88,-1.88,0.85357,0.574575,0.219087,CCW,0
1,0,2,Base,76,120,-0.0869,-0.0869,0.784018,0.395263,0.238762,CCW,0
1,0,2,Base,118,120,-0.161,-0.161,1.00787,0.570137,0.10266,CCW,0
1,0,2,Base,23,120,0.786,0.786,0.68821,0.137234,0.0271209,CCW,0
1,0,2,Base,109,120,-2.3,-2.3,0.670643,0.352608,0.127273,CCW,0
1,0,2,Base,34,120,-1.23,-1.23,0.532191,0.433449,0.0788938,CCW,0
1,0,2,Base,119,120,-2.09,-2.09,0.895863,0.39377,0.201648,CCW,0
1,0,2,Base,5,120,-0.0254,-0.0254,0.88993,0.310081,0.120807,CCW,0
1,0,2,Base,111,120,0.0165,0.0165,0.760478,0.0592456,0.0678503,CCW,0
1,0,2,Base,86,120,-1.62,-1.62,0.894221,0.352228,0.166111,CCW,0
1,0,2,Base,168,120,4.13,4.13,0.796512,0.176386,0.172674,CCW,0
1,0,2,Base,157,150,0.942,0.942,0.811257,0.427846,0.0300618,CCW,0
1,0,2,Base,181,150,-3.68,-3.68,0.665088,0.338174,0.215284,CCW,0
1,0,2,Base,142,150,-0.962,-0.962,0.848867,0.308257,0.0519589,CCW,0
1,0,2,Base,94,150,0.674,0.674,0.582395,0.578736,0.0171635,CCW,0
1,0,2,Base,166,150,-0.978,-0.978,0.804819,-0.0700921,0.238383,CCW,0
1,0,2,Base,148,150,-0.981,-0.981,0.881913,0.278496,0.161084,CCW,0
1,0,2,Base,63,150,-3,-3,0.800522,0.0638415,0.153616,CCW,0
1,0,2,Base,172,150,-4.08,-4.08,0.891652,0.173205,0.146096,CCW,0
1,0,2,Base,141,150,0.69,0.69,1.05011,0.40284,0.206192,CCW,0
1,0,2,Base,135,150,-2.32,-2.32,0.897701,0.484163,0.200215,CCW,0
1,0,2,Base,191,150,-5.27,-5.27,0.807887,0.306483,0.215493,CCW,0
1,0,2,Base,27,150,-1.63,-1.63,0.859115,0.233134,0.054439,CCW,0
1,0,2,Base,21,-30,-5.6,-5.6,0.606177,0.539051,0.190338,CCW,0
1,0,2,Base,144,-30,0.879,0.879,0.730782,0.509145,0.00484208,CCW,0
1,0,2,Base,193,-30,-0.738,-0.738,0.329579,0.115111,0.0426906,CCW,0
1,0,2,Base,79,-30,-3.3,-3.3,0.622812,0.587229,0.180847,CCW,0
1,0,2,Base,45,-30,1.55,1.55,0.576405,0.120052,0.0869104,CCW,0
1,0,2,Base,83,-30,0.0454,0.0454,0.632724,0.582464,0.0425288,CCW,0
1,0,2,Base,98,-30,-4.16,-4.16,0.742246,0.225374,0.0953047,CCW,0
1,0,2,Base,105,-30,1.68,1.68,0.726924,0.312701,0.24779,CCW,0
1,0,2,Base,29,-30,1.1,1.1,1.0372,0.714546,0.246398,CCW,0
1,0,2,Base,143,-30,-1.64,-1.64,0.693238,0.432499,0.118951,CCW,0
1,0,2,Base,88,-30,3.52,3.52,0.73722,0.603896,0.182424,CCW,0
1,0,2,Base,67,-30,-4.4,-4.4,0.556874,0.384089,0.102482,CCW,0
1,0,2,Base,187,-60,-3.47,-3.47,0.671684,0.249598,0.170293,CCW,0
1,0,2,Base,50,-60,-1.7,-1.7,0.92824,0.563296,0.15966,CCW,0
1,0,2,Base,122,-60,-1.27,-1.27,0.853128,0.47734,0.139692,CCW,0
1,0,2,Base,46,-60,3.7,3.7,0.596248,0.439008,0.21371,CCW,0
1,0,2,Base,33,-60,0.781,0.781,0.470213,0.532989,0.203411,CCW,0
1,0,2,Base,66,-60,3.59,3.59,0.69331,0.466823,0.172482,CCW,0
1,0,2,Base,162,-60,-4.14,-4.14,0.800653,0.291729,0.121408,CCW,0
1,0,2,Base,184,-60,-1.31,-1.31,0.900223,0.192318,0.105832,CCW,0
1,0,2,Base,194,-60,-3.52,-3.52,0.784212,0.433387,0.123602,CCW,0
1,0,2,Base,149,-60,-1.18,-1.18,0.617979,0.566206,0.198373,CCW,0
1,0,2,Base,189,-60,-2.62,-2.62,0.813251,0.118777,0.18281,CCW,0
1,0,2,Base,36,-60,-1.27,-1.27,0.611141,0.20767,0.133088,CCW,0
1,0,2,Base,177,-90,-5.57,-5.57,0.880263,0.392736,0.0113721,CCW,0
1,0,2,Base,174,-90,0.841,0.841,0.679648,0.191735,0.0679188,CCW,0
1,0,2,Base,49,-90,-0.927,-0.927,0.933616,0.417105,0.184206,CCW,0
1,0,2,Base,167,-90,-2.25,-2.25,0.879489,0.166569,0.158666,CCW,0
1,0,2,Base,102,-90,0.121,0.121,0.810731,0.32,0.154936,CCW,0
1,0,2,Base,54,-90,1.26,1.26,0.771841,0.446621,0.255742,CCW,0
1,0,2,Base,133,-90,2.81,2.81,0.82138,0.41102,0.209913,CCW,0
1,0,2,Base,20,-90,1.53,1.53,1.2535,0.0266814,0.18247,CCW,0
1,0,2,Base,151,-90,-2.19,-2.19,0.756029,0.327067,0.104203,CCW,0
1,0,2,Base,89,-90,1.2,1.2,0.558613,0.262667,0.0499488,CCW,0
1,0,2,Base,188,-90,-1.29,-1.29,1.03319,0.288141,0.170471,CCW,0
1,0,2,Base,41,-90,-4.93,-4.93,0.854766,0.319412,0.0297406,CCW,0
1,0,2,Base,11,-120,-0.0928,-0.0928,0.847007,0.382078,0.209874,CCW,0
1,0,2,Base,59,-120,-0.152,-0.152,0.640079,0.417528,0.114804,CCW,0
1,0,2,Base,74,-120,-3.33,-3.33,0.548058,0.417683,0.12498,CCW,0
1,0,2,Base,44,-120,-0.811,-0.811,0.875456,0.249195,0.171282,CCW,0
1,0,2,Base,101,-120,-2.61,-2.61,0.934525,0.342591,0.048472,CCW,0
1,0,2,Base,55,-120,-3.94,-3.94,0.994502,0.362647,0.102556,CCW,0
1,0,2,Base,77,-120,0.989,0.989,0.561949,0.332081,0.154285,CCW,0
1,0,2,Base,19,-120,2.1,2.1,0.588652,0.0679007,0.0673763,CCW,0
1,0,2,Base,120,-120,-4.03,-4.03,0.569924,0.429191,0.344534,CCW,0
1,0,2,Base,150,-120,-0.311,-0.311,0.765704,0.40029,0.119056,CCW,0
1,0,2,Base,48,-120,-5.12,-5.12,0.68726,0.413504,0.175225,CCW,0
1,0,2,Base,58,-120,0.76,0.76,0.951045,0.279682,0.0362523,CCW,0
1,0,2,Base,165,-150,1.27,1.27,0.571948,0.390261,0.186906,CCW,0
1,0,2,Base,159,-150,1.57,1.57,0.69188,0.448073,0.121919,CCW,0
1,0,2,Base,97,-150,1.92,1.92,0.521218,0.404776,0.0307667,CCW,0
1,0,2,Base,140,-150,-3.68,-3.68,0.710007,0.215016,0.07763,CCW,0
1,0,2,Base,2,-150,1.46,1.46,0.901166,0.42874,0.126114,CCW,0
1,0,2,Base,64,-150,-0.114,-0.114,0.869474,0.368052,0.17024,CCW,0
1,0,2,Base,35,-150,0.566,0.566,1.08415,0.351197,0.135481,CCW,0
1,0,2,Base,47,-150,-6.67,-6.67,0.794191,0.307763,0.152274,CCW,0
1,0,2,Base,126,-150,0.397,0.397,0.476607,0.311879,0.136902,CCW,0
1,0,2,Base,37,-150,-0.326,-0.326,1.00234,0.484615,0.109856,CCW,0
1,0,2,Base,16,-150,-1.4,-1.4,0.946688,0.273589,0.067708,CCW,0
1,0,2,Base,186,-150,-2.08,-2.08,0.691754,0.243781,0.153266,CCW,0
1,1,2,Base,30,0,-1.28,-1.28,0.592638,0.41385,0.199117,CCW,0
1,1,2,Base,78,0,-1.41,-1.41,0.712127,0.148618,0.195355,CCW,0
1,1,2,Base,153,0,2.78,2.78,0.818236,0.271166,0.168818,CCW,0
1,1,2,Base,110,0,-0.0521,-0.0521,1.26057,0.436708,0.0974477,CCW,0
1,1,2,Base,192,0,2.05,2.05,1.14998,0.359389,0.162448,CCW,0
1,1,2,Base,65,0,-2.26,-2.26,0.58687,0.275482,0.0838391,CCW,0
1,1,2,Base,51,30,-0.19,-0.19,0.783146,0.463359,0.111224,CCW,0
1,1,2,Base,138,30,-3.19,-3.19,0.567499,0.543348,0.132283,CCW,0
1,1,2,Base,190,30,0.37,0.37,0.669927,0.550658,0.168729,CCW,0
1,1,2,Base,145,30,-1.41,-1.41,0.626281,0.277424,0.27713,CCW,0
1,1,2,Base,14,30,-1.71,-1.71,1.09271,0.555818,0.203641,CCW,0
1,1,2,Base,80,30,-4.59,-4.59,0.687247,0.370817,0.0714686,CCW,0
1,1,2,Base,95,60,4.34,4.34,0.734153,0.433525,0.13279,CCW,0
1,1,2,Base,61,60,-2.09,-2.09,0.921555,0.669255,0.212968,CCW,0
1,1,2,Base,183,60,-0.972,-0.972,0.733414,0.184692,0.0308546,CCW,0
1,1,2,Base,179,60,-1.46,-1.46,0.8673,0.258907,0.129252,CCW,0
1,1,2,Base,56,60,0.813,0.813,0.490916,0.130392,0.172487,CCW,0
1,1,2,Base,12,60,4.14,4.14,0.723028,0.579155,0.102381,CCW,0
1,1,2,Base,139,90,-3.24,-3.24,0.913444,0.43186,0.0748841,CCW,0
1,1,2,Base,4,90,-1.36,-1.36,0.618618,0.466594,0.183691,CCW,0
1,1,2,Base,43,90,-1.9,-1.9,0.943732,0.0404498,0.0763687,CCW,0
1,1,2,Base,17,90,-1.14,-1.14,0.861641,0.26027,0.149119,CCW,0
1,1,2,Base,176,90,-3.85,-3.85,0.762122,0.0371677,0.0804554,CCW,0
1,1,2,Base,52,90,-1.01,-1.01,0.744713,0.498068,0.110516,CCW,0
1,1,2,Base,156,120,3.54,3.54,0.557456,0.356716,0.104814,CCW,0
1,1,2,Base,114,120,-3.12,-3.12,0.759843,0.124692,0.201891,CCW,0
1,1,2,Base,91,120,-2.21,-2.21,0.990659,0.527917,0.0355657,CCW,0
1,1,2,Base,163,120,-0.689,-0.689,0.784844,0.251638,0.106627,CCW,0
1,1,2,Base,164,120,-4.63,-4.63,0.777055,0.491412,0.201256,CCW,0
1,1,2,Base,99,120,-3.16,-3.16,0.671038,0.301187,0.282871,CCW,0
1,1,2,Base,32,150,-1.76,-1.76,0.676918,0.557051,0.0723036,CCW,0
1,1,2,Base,90,150,0.808,0.808,0.83283,0.248105,0.174145,CCW,0
1,1,2,Base,152,150,-1.56,-1.56,0.785156,0.363657,0.152594,CCW,0
1,1,2,Base,127,150,0.139,0.139,0.884324,0.274175,0.101399,CCW,0
1,1,2,Base,107,150,2.43,2.43,0.844692,0.680544,0.0800294,CCW,0
1,1,2,Base,42,150,0.695,0.695,0.894141,0.325261,0.130005,CCW,0
1,1,2,Base,160,-30,1.11,1.11,0.813588,-0.0127381,0.149374,CCW,0
1,1,2,Base,85,-30,-2.3,-2.3,0.739431,0.168452,0.185926,CCW,0
1,1,2,Base,137,-30,-2.05,-2.05,0.626911,0.39402,0.186879,CCW,0
1,1,2,Base,7,-30,-0.0358,-0.0358,0.732557,0.314274,0.143914,CCW,0
1,1,2,Base,185,-30,-5.98,-5.98,0.759549,0.646486,0.249263,CCW,0
1,1,2,Base,155,-30,1.97,1.97,0.570533,0.00811592,0.133015,CCW,0
1,1,2,Base,197,-60,-1.52,-1.52,0.786343,0.383077,0.195832,CCW,0
1,1,2,Base,22,-60,-2.1,-2.1,1.01938,0.291995,0.0805038,CCW,0
1,1,2,Base,9,-60,-0.321,-0.321,0.814053,0.198983,0.130138,CCW,0
1,1,2,Base,128,-60,-1.85,-1.85,1.01807,0.330719,0.20906,CCW,0
1,1,2,Base,62,-60,-4.49,-4.49,0.672549,0.281336,0.0998241,CCW,0
1,1,2,Base,10,-60,-2.68,-2.68,0.843379,0.596589,0.195658,CCW,0
1,1,2,Base,68,-90,-2.27,-2.27,0.744339,0.278895,0.131726,CCW,0
1,1,2,Base,39,-90,1.36,1.36,0.816193,0.361891,0.0677765,CCW,0
1,1,2,Base,40,-90,-3.17,-3.17,0.738824,0.587846,0.277766,CCW,0
1,1,2,Base,113,-90,-0.31,-0.31,0.802786,0.412408,0.167064,CCW,0
1,1,2,Base,72,-90,-3,-3,0.831547,0.60837,0.0520833,CCW,0
1,1,2,Base,13,-90,3.47,3.47,0.687074,0.313184,0.240813,CCW,0
1,1,2,Base,103,-120,-0.867,-0.867,0.85743,0.118844,0.134964,CCW,0
1,1,2,Base,132,-120,0.315,0.315,0.74228,0.208781,0.0325144,CCW,0
1,1,2,Base,173,-120,-0.757,-0.757,0.653059,0.281566,0.153728,CCW,0
1,1,2,Base,125,-120,-2.18,-2.18,0.628806,0.329578,0.225432,CCW,0
1,1,2,Base,100,-120,1.98,1.98,0.734481,0.686749,0.0811753,CCW,0
1,1,2,Base,96,-120,-3.7,-3.7,0.711506,0.424409,0.138504,CCW,0
1,1,2,Base,161,-150,-5.04,-5.04,0.701722,0.413248,0.137656,CCW,0
1,1,2,Base,28,-150,-3.59,-3.59,0.771009,0.377102,0.236221,CCW,0
1,1,2,Base,123,-150,-4.21,-4.21,0.897146,0.479788,0.114345,CCW,0
1,1,2,Base,129,-150,-2.75,-2.75,0.791878,0.21574,0.165326,CCW,0
1,1,2,Base,71,-150,-4.34,-4.34,0.963454,0.630358,0.0795934,CCW,0
1,1,2,Base,3,-150,-1.48,-1.48,0.912764,0.321353,0.115997,CCW,0
1,0,3,Base,150,0,-0.358,-0.358,0.994253,0.294431,0.229311,CW,0
1,0,3,Base,191,0,-0.716,-0.716,0.838231,0.268645,0.12776,CW,0
1,0,3,Base,124,0,2.3,2.3,0.912842,0.370459,0.176808,CW,0
1,0,3,Base,108,0,-0.8,-0.8,0.870765,0.257069,0.126276,CW,0
1,0,3,Base,70,0,1.83,1.83,0.729919,0.384547,0.214456,CW,0
1,0,3,Base,16,0,1.03,1.03,0.811572,0.230557,0.132854,CW,0
1,0,3,Base,65,0,-5.61,-5.61,0.663778,0.427921,0.0863202,CW,0
1,0,3,Base,79,0,-1.23,-1.23,0.892843,0.324507,0.102889,CW,0
1,0,3,Base,187,0,-2.38,-2.38,0.614595,0.0656294,0.00129523,CW,0
1,0,3,Base,182,0,2.97,2.97,0.625285,0.373474,0.113136,CW,0
1,0,3,Base,37,0,-3.88,-3.88,0.660741,0.47719,0.126946,CW,0
1,0,3,Base,185,0,0.183,0.183,0.368915,0.52107,0.120721,CW,0
1,0,3,Base,1,30,0.343,0.343,0.732351,0.376628,0.151434,CW,0
1,0,3,Base,14,30,-3.28,-3.28,0.657752,0.40493,0.0395428,CW,0
1,0,3,Base,64,30,5.24,5.24,0.637542,0.0640444,0.121416,CW,0
1,0,3,Base,134,30,0.21,0.21,0.613319,0.222888,0.0694975,CW,0
1,0,3,Base,18,30,-2.01,-2.01,0.698462,0.30824,0.2258,CW,0
1,0,3,Base,9,30,-2.14,-2.14,0.497639,0.434226,0.242552,CW,0
1,0,3,Base,6,30,0.685,0.685,0.90321,0.397301,0.173314,CW,0
1,0,3,Base,57,30,-2.99,-2.99,0.842492,0.333234,0.13501,CW,0
1,0,3,Base,88,30,-1.28,-1.28,0.768662,0.0509748,0.199288,CW,0
1,0,3,Base,145,30,-2.36,-2.36,0.766646,0.151718,0.14475,CW,0
1,0,3,Base,175,30,-1.18,-1.18,0.66229,0.530906,0.177374,CW,0
1,0,3,Base,102,30,1.18,1.18,0.910654,0.366108,0.040707,CW,0
1,0,3,Base,97,60,-2.73,-2.73,0.733388,0.561005,0.207137,CW,0
1,0,3,Base,133,60,-0.843,-0.843,0.829185,0.301374,0.195457,CW,0
1,0,3,Base,156,60,0.301,0.301,0.543083,0.515075,0.147722,CW,0
1,0,3,Base,73,60,-3.36,-3.36,0.835872,0.342435,0.153788,CW,0
1,0,3,Base,67,60,-0.552,-0.552,0.605603,0.33067,0.118954,CW,0
1,0,3,Base,136,60,-2.21,-2.21,0.780448,0.199695,0.103032,CW,0
1,0,3,Base,78,60,-1.73,-1.73,0.860577,0.3146,0.221955,CW,0
1,0,3,Base,161,60,-0.708,-0.708,0.816109,0.241578,0.123473,CW,0
1,0,3,Base,54,60,-1.44,-1.44,0.919396,0.316694,0.233381,CW,0
1,0,3,Base,162,60,-2.78,-2.78,0.908931,0.261242,0.119771,CW,0
1,0,3,Base,117,60,-3.6,-3.6,0.68242,0.302542,0.188093,CW,0
1,0,3,Base,180,60,-2.34,-2.34,0.806539,0.131874,0.0825659,CW,0
1,0,3,Base,106,90,1.26,1.26,0.829992,0.32011,0.212211,CW,0
1,0,3,Base,197,90,-0.169,-0.169,0.62978,0.399787,0.00571521,CW,0
1,0,3,Base,109,90,-2.9,-2.9,1.0281,0.601386,0.211552,CW,0
1,0,3,Base,112,90,-1.2,-1.2,0.899994,0.348732,0.332654,CW,0
1,0,3,Base,181,90,-1.41,-1.41,0.87903,0.503939,0.050327,CW,0
1,0,3,Base,154,90,-0.0627,-0.0627,0.651667,0.302414,0.140152,CW,0
1,0,3,Base,137,90,-1.41,-1.41,0.815137,0.487507,0.119822,CW,0
1,0,3,Base,53,90,-0.268,-0.268,0.695081,0.410838,0.265118,CW,0
1,0,3,Base,7,90,1.8,1.8,0.728827,0.348423,0.0847712,CW,0
1,0,3,Base,152,90,3.16,3.16,0.693479,0.308373,0.0844407,CW,0
1,0,3,Base,23,90,0.33,0.33,0.631182,0.422946,0.0943703,CW,0
1,0,3,Base,38,90,-3.42,-3.42,0.647174,0.219155,0.23847,CW,0
1,0,3,Base,121,120,-4.58,-4.58,0.811151,0.262703,0.211641,CW,0
1,0,3,Base,90,120,-4.39,-4.39,0.786839,0.460861,0.052219,CW,0
1,0,3,Base,28,120,-4.46,-4.46,0.831541,0.231038,0.093645,CW,0
1,0,3,Base,84,120,-0.638,-0.638,0.785297,0.462485,0.163562,CW,0
1,0,3,Base,92,120,-2.5,-2.5,1.15243,0.242218,0.0236605,CW,0
1,0,3,Base,184,120,-3.61,-3.61,0.611916,0.613313,0.141754,CW,0
1,0,3,Base,198,120,-0.224,-0.224,0.517916,0.490478,0.158627,CW,0
1,0,3,Base,17,120,-3.1,-3.1,0.615468,0.194912,0.164976,CW,0
1,0,3,Base,72,120,-2.74,-2.74,0.621939,0.448513,0.1303,CW,0
1,0,3,Base,155,120,-0.896,-0.896,0.712125,0.657496,0.0408914,CW,0
1,0,3,Base,15,120,-0.614,-0.614,0.74837,-0.0148614,0.101498,CW,0
1,0,3,Base,39,120,-2.55,-2.55,0.741526,0.280633,0.274375,CW,0
1,0,3,Base,75,150,-0.447,-0.447,0.829564,0.5727,0.198245,CW,0
1,0,3,Base,50,150,2.99,2.99,0.591677,0.411006,0.158792,CW,0
1,0,3,Base,144,150,-0.215,-0.215,0.714476,0.474441,0.00498643,CW,0
1,0,3,Base,120,150,-3.38,-3.38,0.938815,0.498972,0.19168,CW,0
1,0,3,Base,149,150,-2.01,-2.01,0.765442,0.530544,0.160777,CW,0
1,0,3,Base,125,150,-6.13,-6.13,0.851017,0.698957,0.215932,CW,0
1,0,3,Base,172,150,-1.06,-1.06,0.633811,0.450081,0.0485521,CW,0
1,0,3,Base,196,150,1.48,1.48,0.780219,0.444017,0.168206,CW,0
1,0,3,Base,111,150,1.93,1.93,0.85346,0.397697,0.135202,CW,0
1,0,3,Base,132,150,-2.65,-2.65,0.58528,0.428813,0.052863,CW,0
1,0,3,Base,21,150,-1.93,-1.93,0.818916,0.344503,0.16651,CW,0
1,0,3,Base,63,150,1.63,1.63,0.746542,0.348412,0.0941554,CW,0
1,0,3,Base,55,-30,-1.35,-1.35,0.706141,0.68159,0.0799643,CW,0
1,0,3,Base,2,-30,-0.625,-0.625,0.588498,0.380746,0.154833,CW,0
1,0,3,Base,3,-30,-0.341,-0.341,0.775541,0.300572,0.125656,CW,0
1,0,3,Base,93,-30,-5,-5,0.888017,0.0554369,0.10013,CW,0
1,0,3,Base,123,-30,-5.57,-5.57,0.826661,0.529295,0.143592,CW,0
1,0,3,Base,195,-30,-3.7,-3.7,0.675625,0.415625,0.0499765,CW,0
1,0,3,Base,11,-30,-0.647,-0.647,0.548504,0.31334,0.206282,CW,0
1,0,3,Base,61,-30,-0.664,-0.664,0.970984,0.579842,0.169814,CW,0
1,0,3,Base,33,-30,1.04,1.04,1.05164,0.582981,0.124229,CW,0
1,0,3,Base,103,-30,2.9,2.9,0.787872,0.21185,0.113969,CW,0
1,0,3,Base,174,-30,-3.76,-3.76,0.63608,0.306797,0.158338,CW,0
1,0,3,Base,62,-30,-1.01,-1.01,0.935135,0.168194,0.167871,CW,0
1,0,3,Base,13,-60,-1.91,-1.91,0.640035,0.111604,0.0734603,CW,0
1,0,3,Base,24,-60,-0.595,-0.595,0.682034,0.231475,0.0368453,CW,0
1,0,3,Base,186,-60,0.369,0.369,0.603341,0.196611,0.172071,CW,0
1,0,3,Base,118,-60,1.4,1.4,0.734359,0.575519,0.157962,CW,0
1,0,3,Base,60,-60,-1.71,-1.71,0.648376,0.250168,0.198009,CW,0
1,0,3,Base,25,-60,1.69,1.69,0.732346,0.214545,0.173517,CW,0
1,0,3,Base,115,-60,-3.41,-3.41,0.708186,0.441457,0.191309,CW,0
1,0,3,Base,98,-60,-1.64,-1.64,0.715382,0.503531,0.148238,CW,0
1,0,3,Base,77,-60,0.0854,0.0854,0.702566,0.17482,0.0637276,CW,0
1,0,3,Base,43,-60,2.41,2.41,0.939992,0.247192,0.252963,CW,0
1,0,3,Base,142,-60,-2.16,-2.16,0.854828,0.257489,0.28989,CW,0
1,0,3,Base,166,-60,-2.79,-2.79,0.779475,0.292122,0.0422968,CW,0
1,0,3,Base,10,-90,-2.03,-2.03,0.68283,0.250679,0.10197,CW,0
1,0,3,Base,45,-90,-4.05,-4.05,1.12919,0.299405,0.213458,CW,0
1,0,3,Base,4,-90,3.81,3.81,0.846715,0.267089,0.124923,CW,0
1,0,3,Base,100,-90,5.35,5.35,0.811617,0.289728,0.0578121,CW,0
1,0,3,Base,26,-90,0.651,0.651,0.665068,0.456317,0.149668,CW,0
1,0,3,Base,113,-90,-4,-4,0.625823,0.341547,0.147486,CW,0
1,0,3,Base,29,-90,0.0998,0.0998,0.529657,0.263171,0.191358,CW,0
1,0,3,Base,188,-90,-3.51,-3.51,0.713586,0.305038,0.12571,CW,0
1,0,3,Base,157,-90,1.26,1.26,0.62744,0.434607,0.0694807,CW,0
